Base Dataset,SERIES Code,SERIES Description,REF_AREA Code,REF_AREA Description,TIME_PERIOD,TIME_DETAIL,OBS_VALUE,UNIT_MEASURE Code,UNIT_MEASURE Description,Sex code,Sex,Nature code,Reporting Type code,Reporting Type,Type of Occupation code,Type of Occupation,SOURCE_DETAIL,COMMENT_OBS
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2013","2013","9.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2014","2014","10.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2014","2014","9.2","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2014","2014","10.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","2015","11.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","2015","10.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2015","2015","11.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","2016","11.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","2016","13.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2016","2016","12.4","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","2017","13.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","2017","13.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2017","2017","12.1","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","2018","13.7","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","2018","14.6","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2018","2018","12.7","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2019","2019","14.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2019","2019","15.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2019","2019","13.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","96","Brunei Darussalam","2014","2014","11.9","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: BRN - Brunei dollar(BND) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","96","Brunei Darussalam","2014","2014","11.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: BRN - Brunei dollar(BND) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","96","Brunei Darussalam","2014","2014","12","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: BRN - Brunei dollar(BND) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","96","Brunei Darussalam","2017","2017","9","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Data reference period: October ,  Geographical coverage: Total national, excluding some areas ,  Population coverage: Excluding institutional population ,  Local currency: BRN - Brunei dollar(BND) ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","96","Brunei Darussalam","2017","2017","9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Data reference period: October ,  Geographical coverage: Total national, excluding some areas ,  Population coverage: Excluding institutional population ,  Local currency: BRN - Brunei dollar(BND) ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","96","Brunei Darussalam","2017","2017","8.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Data reference period: October ,  Geographical coverage: Total national, excluding some areas ,  Population coverage: Excluding institutional population ,  Local currency: BRN - Brunei dollar(BND) ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","100","Bulgaria","2014","2014","4.2","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: BGR - Lev(BGN)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","100","Bulgaria","2014","2014","4.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: BGR - Lev(BGN)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","100","Bulgaria","2014","2014","4.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: BGR - Lev(BGN)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","100","Bulgaria","2018","2018","6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: BGR - Lev(BGN)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","100","Bulgaria","2018","2018","7","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: BGR - Lev(BGN)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","100","Bulgaria","2018","2018","6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: BGR - Lev(BGN)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","854","Burkina Faso","2018","2018","750.3","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Repository: ILO-STATISTICS - Micro data processing ,  Age coverage - minimum age: 10 years old ,  Age coverage - maximum age: 75 years old ,  Local currency: BFA - West African CFA franc(XOF)"
